id,province,district,name,category,municipality_or_area,priority,research_status,geometry_type,source_routing_status,access_status,permit_layers,parent_entity_id,visitor_ready_label,match_method,permit_entry_text,how_to_visit,canonical_source_file,visitor_ready_source_file
np-bagmati-dhading-dhola-mandali-temple,Bagmati,Dhading,Dhola Mandali Temple,Religious sites and temples,Jwalamukhi / former Dhola area,High,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Dhola Mandali Temple,exact,Special Permit: no; Ritual And Festival Rules: dynamic,"From Dhading Besi: Travel by local road toward the Jwalamukhi/former Dhola area, then continue to the temple approach.; Route Condition: dynamic",provinces/bagmati/districts/dhading.md,provinces/bagmati/visitor_ready/dhading.yaml
np-bagmati-dolakha-kalinchowk-bhagwati-temple,Bagmati,Dolakha,Kalinchowk Bhagwati Temple,Religious sites and temples,Kalinchowk Rural Municipality–1,Major,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Kalinchowk Bhagwati Temple,exact,GCAP for foreign visitors; cable-car ticket separate/dynamic,"Kathmandu or Charikot to Kuri by road, then cable car or steep hike",provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-kuri-village,Bagmati,Dolakha,Kuri Village,Community tourism and notable villages,Kalinchowk Rural Municipality–1,Major,Established,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,OPERATOR_DEPENDENT;DYNAMIC,,Kuri Village,exact,GCAP for foreign visitors,Road from Charikot; conditions seasonal,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-kalinchowk-cable-car,Bagmati,Dolakha,Kalinchowk Cable Car,Major tourist attractions,"Kuri–Kalinchowk, Kalinchowk Rural Municipality",Major,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Kalinchowk Cable Car,exact,dynamic operator ticket; GCAP applies in area,Board at Kuri after checking current operation,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-dolakha-bhimsen-temple,Bagmati,Dolakha,Dolakha Bhimsen Temple,Religious sites and temples,"Dolakha town, Bhimeshwar Municipality",Major,Established,POINT,routable,ROUTABLE,NONE,,Dolakha Bhimsen Temple,exact,no special tourism permit,"Short road trip east from Charikot, then walk through old town",provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-historic-dolakha-town,Bagmati,Dolakha,Historic Dolakha Town,Historical and cultural places,Bhimeshwar Municipality,Major,Established,AREA,routable,ROUTABLE,NONE,,Historic Dolakha Town,exact,none,Drive from Charikot and explore the old core on foot,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-charikot,Bagmati,Dolakha,Charikot,Major tourist attractions,Bhimeshwar Municipality,High,Established,AREA,routable,ROUTABLE,NONE,,Charikot,exact,none,Road from Kathmandu,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-charikot-viewpoints,Bagmati,Dolakha,Charikot viewpoints,Viewpoints and hill stations,Bhimeshwar Municipality,High,First-round researched,POINT,routable,ROUTABLE,NONE,,Charikot viewpoints,exact,none,Local roads/short walks; exact viewpoint pins still need GIS,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-gaurishankar-conservation-area,Bagmati,Dolakha,Gaurishankar Conservation Area,"National parks, conservation areas, and wildlife sites",Northern Dolakha and adjoining districts,Major,Established,PROTECTED_AREA,routable,ROUTABLE,RESTRICTED_AREA_PERMIT;PROTECTED_AREA_ENTRY;ENTRY_FEE,gaurishankar-conservation-area,Gaurishankar Conservation Area,exact,GCAP entry; restricted-area permit only on specified wards/routes,"Route to verified gateways, never polygon centre",provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-rolwaling-valley,Bagmati,Dolakha,Rolwaling Valley,Trekking areas and mountain destinations,Gaurishankar Rural Municipality,Major,Established,CORRIDOR,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Rolwaling Valley,exact,GCAP; restricted-area check by exact route/ward; current trekking rules dynamic,"Kathmandu-Charikot-Singati to trek gateway, then multi-day trek",provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-tsho-rolpa-lake,Bagmati,Dolakha,Tsho Rolpa Lake,Lakes and wetlands,"Rolwaling Valley, Gaurishankar Rural Municipality",Major,Established,WATER,routable,ROUTABLE,DYNAMIC,,Tsho Rolpa Lake,exact,GCAP; restricted-area check by route,"Trek via Rolwaling, Beding and Na; not road-accessible",provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-beding-village,Bagmati,Dolakha,Beding Village,Community tourism and notable villages,"Rolwaling Valley, Gaurishankar Rural Municipality",High,Established,AREA,routable,ROUTABLE,DYNAMIC,,Beding Village,exact,GCAP; route-based restricted check,On foot along Rolwaling trail,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-na-village,Bagmati,Dolakha,Na Village,Community tourism and notable villages,"Upper Rolwaling Valley, Gaurishankar Rural Municipality",High,Established,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Na Village,exact,GCAP; route-based restricted check,On foot above Beding,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-yalung-ri-trekking-area,Bagmati,Dolakha,Yalung Ri trekking area,Trekking areas and mountain destinations,"Rolwaling Valley, Gaurishankar Rural Municipality",High,First-round researched,AREA,routable,ROUTABLE,DYNAMIC,,Yalung Ri trekking area,exact,GCAP plus separate climbing authorization where current rules require,Organized high-altitude access from upper Rolwaling,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-gaurishankar-mountain-viewpoints,Bagmati,Dolakha,Gaurishankar mountain viewpoints,Viewpoints and hill stations,Northern Dolakha,High,Established,POINT,routable,ROUTABLE,NONE,,Gaurishankar mountain viewpoints,exact,depends on exact location,"Use a verified local viewpoint, not a generic mountain pin",provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-lamabagar,Bagmati,Dolakha,Lamabagar,Community tourism and notable villages,Bigu Rural Municipality,High,Established,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,BORDER_CONTROL;DYNAMIC,,Lamabagar,exact,GCAP; restricted-area route check important,Road north via Singati/Bigu-Lamabagar; highly seasonal,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-lapchi-valley,Bagmati,Dolakha,Lapchi Valley,Trekking areas and mountain destinations,Bigu Rural Municipality,Major,Established,AREA,routable,ROUTABLE,RESTRICTED_AREA_PERMIT;BORDER_CONTROL,,Lapchi Valley,exact,GCAP plus restricted-area permit if route enters Bigu RM ward 1,Road toward Lamabagar then remote multi-day trek,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-lapchi-monastery-and-milarepa-meditation-sites,Bagmati,Dolakha,Lapchi Monastery and Milarepa meditation sites,Religious sites and temples,"Lapchi Valley, Bigu Rural Municipality",Major,First-round researched,POINT,routable,ROUTABLE,NONE,,Lapchi Monastery and Milarepa meditation sites,exact,GCAP and route-sensitive restricted-area rules,Multi-day walk from Lamabagar side; exact pins need local verification,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-bigu-gompa,Bagmati,Dolakha,Bigu Gompa,Religious sites and temples,Bigu Rural Municipality,High,First-round researched,POINT,routable,ROUTABLE,NONE,,Bigu Gompa,exact,no special tourism permit unless route crosses controlled zone,Road toward Bigu; final local access should be confirmed,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-tamakoshi-river-valley,Bagmati,Dolakha,Tamakoshi River valley,Rivers and waterfalls,Central and northern Dolakha,High,Established,CORRIDOR,routable,ROUTABLE,NONE,,Tamakoshi River valley,exact,none on public-road sections,Reach named bridge/town sections by road; never route to river midpoint,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-bigu-valley-landscapes,Bagmati,Dolakha,Bigu valley landscapes,Natural attractions,Bigu Rural Municipality,High,First-round researched,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Bigu valley landscapes,exact,restricted-area rule conditional in Bigu RM ward 1,Road north via Singati; road condition dynamic,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-jiri,Bagmati,Dolakha,Jiri,Community tourism and notable villages,Jiri Municipality,Major,Established,AREA,routable,ROUTABLE,NONE,,Jiri,exact,none,Road from Kathmandu via Dolakha corridor,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-cherdung-danda,Bagmati,Dolakha,Cherdung Danda,Viewpoints and hill stations,Jiri Municipality,High,First-round researched,POINT,routable,ROUTABLE,NONE,,Cherdung Danda,exact,none,Day hike from verified Jiri trailhead; exact GIS still needed,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-kalo-bhir,Bagmati,Dolakha,Kalo Bhir,Viewpoints and hill stations,Jiri Municipality,Emerging,First-round researched,POINT,routing_hold,ROUTING_HOLD,NONE,,Kalo Bhir,exact,none,,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-tony-hagen-park-ramite-danda,Bagmati,Dolakha,Tony Hagen Park / Ramite Danda,Viewpoints and hill stations,Jiri Municipality,High,First-round researched,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,NONE,,Tony Hagen Park / Ramite Danda,exact,none,Short local road/walk; exact entrance pending verification,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-jiri-fish-pond-and-linkan-area,Bagmati,Dolakha,Jiri Fish Pond and Linkan area,Lakes and wetlands,"Linkan Bazaar, Jiri Municipality",Local/Emerging,First-round researched,WATER,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,ENTRY_FEE;DYNAMIC,,Jiri Fish Pond and Linkan area,exact,ticket dynamic if operated,Local Jiri/Linkan access; current facility check required,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-jiri-buddhist-heritage-circuit,Bagmati,Dolakha,Jiri Buddhist heritage circuit,Religious sites and temples,Jiri Municipality,High,Needs local verification,ROUTE,routing_hold,ROUTING_HOLD,NONE,,Jiri Buddhist heritage circuit,exact,none,,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-sailung-hills,Bagmati,Dolakha,Sailung hills,Viewpoints and hill stations,Sailung Rural Municipality and Dolakha–Ramechhap border,Major,Established,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Sailung hills,exact,none,Use nearest verified road/trail approach; seasonal,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-kalinag-temple,Bagmati,Dolakha,Kalinag Temple,Religious sites and temples,"Sunkhani, Kalinchowk Rural Municipality",High,First-round researched,POINT,routable,ROUTABLE,NONE,,Kalinag Temple,exact,none,Road toward Sunkhani; exact pin pending,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-dolakha-chaughara-heritage-area,Bagmati,Dolakha,Chaughara heritage area,Historical and cultural places,"Sunkhani, Kalinchowk Rural Municipality",Emerging,Needs local verification,AREA,routing_hold,ROUTING_HOLD,NONE,,Chaughara heritage area,exact,none,,provinces/bagmati/districts/dolakha.md,provinces/bagmati/visitor_ready/dolakha.yaml
np-bagmati-kathmandu-kathmandu-durbar-square,Bagmati,Kathmandu,Kathmandu Durbar Square,Historical and cultural places,Kathmandu Metropolitan City,,,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,ENTRY_FEE;DYNAMIC,,Kathmandu Durbar Square / Hanuman Dhoka,exact,no travel permit. Heritage-site entrance fee applies to relevant foreign visitors; current fee must remain dynamic.,"from Thamel/central Kathmandu, walk or take a short taxi/rickshaw toward Basantapur/New Road and enter through the public heritage-zone access. The planner should route to an entrance edge, not the center of the square.",provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
np-bagmati-kathmandu-kirtipur-heritage-town,Bagmati,Kathmandu,Kirtipur heritage town,Historical and cultural places,Kirtipur Municipality,,,AREA,routable,ROUTABLE,BORDER_CONTROL,,Kirtipur heritage town,exact,no town-wide tourism permit identified; individual sites may have customs or local rules.,"taxi/bus from central Kathmandu to Kirtipur, then explore the compact heritage core mainly on foot.",provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
np-bagmati-kathmandu-swayambhunath,Bagmati,Kathmandu,Swayambhunath,Religious sites and temples,Kathmandu Metropolitan City,,,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,ENTRY_FEE;DYNAMIC,,Swayambhunath,exact,no travel permit; heritage entrance fee applies to relevant visitors and should be stored dynamically.,short taxi from Thamel/central Kathmandu to the eastern stair approach or western vehicle-access side; final exploration is on foot.,provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
np-bagmati-kathmandu-boudhanath-stupa,Bagmati,Kathmandu,Boudhanath Stupa,Religious sites and temples,Kathmandu Metropolitan City,,,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,ENTRY_FEE;DYNAMIC,,Boudhanath Stupa,exact,no travel permit; heritage-zone entrance fee for relevant visitors is dynamic.,taxi or public transport from central Kathmandu to Boudha; walk from the main road into the pedestrian stupa precinct.,provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
np-bagmati-kathmandu-pashupatinath-temple,Bagmati,Kathmandu,Pashupatinath Temple,Religious sites and temples,Kathmandu Metropolitan City,,,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,RESTRICTED_AREA_PERMIT;ENTRY_FEE;DYNAMIC,,Pashupatinath Temple / Pashupati area,exact,no travel permit; tourist entry rules/fees are dynamic. **Main temple access is restricted to Hindus**; non-Hindu visitors use permitted exterior/riverbank viewpoints.,"taxi/public transport from Thamel or Boudha to Gaushala/Pashupati approaches, then walk through the precinct. Route users to a public entrance, not directly to the sanctum.",provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
np-bagmati-kathmandu-budhanilkantha-temple,Bagmati,Kathmandu,Budhanilkantha Temple,Religious sites and temples,Budhanilkantha Municipality,,,POINT,routable,ROUTABLE,ENTRY_FEE;DYNAMIC,,Budhanilkantha Temple / Jal Narayan,exact,no separate tourism permit identified; religious etiquette applies and any current local fee should be checked.,taxi/bus north from central Kathmandu to Budhanilkantha; final approach is a short walk through the temple area.,provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
np-bagmati-kathmandu-kapan-monastery,Bagmati,Kathmandu,Kapan Monastery,Religious sites and temples,Budhanilkantha Municipality,,,POINT,routable,ROUTABLE,NONE,,Kapan Monastery,mention,,,provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
np-bagmati-kathmandu-pharping-heritage-and-monastery-circuit,Bagmati,Kathmandu,Pharping heritage and monastery circuit,Religious sites and temples,Dakshinkali Municipality,,,POINT,routable,ROUTABLE,NONE,,Pharping heritage and monastery circuit,exact,no area-wide tourism permit identified; individual monasteries/caves may set access or donation rules.,road from central Kathmandu through the southern valley toward Pharping; use Pharping town as the visitor hub and route onward to individual sites.,provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
np-bagmati-kathmandu-dakshinkali-temple,Bagmati,Kathmandu,Dakshinkali Temple,Religious sites and temples,Dakshinkali Municipality,,,POINT,routable,ROUTABLE,NONE,,Dakshinkali Temple,exact,no separate tourism permit identified; local religious access rules apply.,road from Kathmandu via Pharping by bus/taxi/private vehicle; final approach on foot from the temple access area.,provinces/bagmati/districts/kathmandu.md,provinces/bagmati/visitor_ready/kathmandu.md
